#[EPOCH_TIME];[DEVICE_NAME];[SENSOR_TYPE];[MEASUREMENT_VALUE]
#LIST OF SENSOR TYPES:
#10:Time (HHMMSS)
#11:Date (YYYYMMDD)
#20:Acceleration (X,Y,Z) (m/s^2)
#50:AirPressure (Pa)
#AB:GpsLatLang(Lat,Lang)
#X:Commands
#Y:CurrentMeasurementNumber
#80:Velocity
#81:RoadQuality
#82:ConnectionEvent
#83:RoadType
1629227172311;LOCAL_PHONE;Y;38
1629227172311;LOCAL_PHONE;80;SL_80
1629227172311;LOCAL_PHONE;83;RT_O
1629227172311;LOCAL_PHONE;81;RS_N
1629227171880;LOCAL_PHONE;11;20210817
1629227171880;LOCAL_PHONE;10;210611
1629227171618;LOCAL_PHONE;AB;52.5238926,13.4397496
1629227171880;LOCAL_PHONE;11;20210817
1629227172348;LOCAL_PHONE;20;-0.12,0.25,-2.52
1629227172349;LOCAL_PHONE;20;-0.33,-0.06,0.85
1629227172350;LOCAL_PHONE;20;-0.18,0.12,1.22
1629227172351;LOCAL_PHONE;20;-0.16,-0.05,0.05
1629227172352;LOCAL_PHONE;20;-0.45,0.02,-0.87
1629227172367;LOCAL_PHONE;20;-0.19,-0.34,0.95
1629227172368;LOCAL_PHONE;20;-0.06,-0.39,1.07
1629227172374;LOCAL_PHONE;20;-0.59,0.07,-0.35
1629227172384;LOCAL_PHONE;20;0.04,0.06,-0.76
1629227172393;LOCAL_PHONE;20;-0.38,0.08,-0.07
1629227172405;LOCAL_PHONE;20;-0.64,0.03,0.07
1629227172413;LOCAL_PHONE;20;-0.03,0.03,0.47
1629227172424;LOCAL_PHONE;20;-0.16,-0.15,-0.1
1629227172433;LOCAL_PHONE;20;-0.25,-0.11,-0.16
1629227172445;LOCAL_PHONE;20;-0.1,-0.37,0.38
1629227172453;LOCAL_PHONE;20;-0.18,0.01,0.51
1629227172465;LOCAL_PHONE;20;-0.24,-0.08,-0.29
1629227172473;LOCAL_PHONE;20;-0.15,-0.01,-0.12
1629227172484;LOCAL_PHONE;20;-0.28,-0.16,0.21
1629227172493;LOCAL_PHONE;20;-0.46,-0.36,0.45
1629227172504;LOCAL_PHONE;20;-0.14,-0.16,0.89
1629227172513;LOCAL_PHONE;20;-0.5,-0.13,0.06
1629227172524;LOCAL_PHONE;20;-0.16,-0.05,0.27
1629227172534;LOCAL_PHONE;20;-0.25,0.18,0.99
1629227172544;LOCAL_PHONE;20;-0.36,-0.34,0.12
1629227172554;LOCAL_PHONE;20;-0.11,-0.19,0.18
1629227172567;LOCAL_PHONE;20;-0.39,-0.33,-0.07
1629227172573;LOCAL_PHONE;20;-0.29,0.04,1.03
1629227172584;LOCAL_PHONE;20;0.06,0.02,0.97
1629227172593;LOCAL_PHONE;20;-0.36,-0.02,-0.37
1629227172604;LOCAL_PHONE;20;-0.03,-0.07,-0.03
1629227172613;LOCAL_PHONE;20;0.3,-0.18,0.8
1629227172624;LOCAL_PHONE;20;-0.4,0.08,0.36
1629227172635;LOCAL_PHONE;20;0.08,0.02,0.0
1629227172644;LOCAL_PHONE;20;0.0,-0.06,-0.33
1629227172653;LOCAL_PHONE;20;-0.25,-0.2,0.48
1629227172664;LOCAL_PHONE;20;0.09,-0.25,0.56
1629227172673;LOCAL_PHONE;20;0.24,-0.12,-0.1
1629227172685;LOCAL_PHONE;20;-0.17,0.05,-0.33
1629227172693;LOCAL_PHONE;20;0.19,0.05,0.03
1629227172704;LOCAL_PHONE;20;0.06,0.01,0.06
1629227172713;LOCAL_PHONE;20;-0.41,-0.02,-0.49
1629227172725;LOCAL_PHONE;20;-0.05,0.11,-0.58
1629227172735;LOCAL_PHONE;20;-0.1,-0.16,-0.28
1629227172745;LOCAL_PHONE;20;-0.02,-0.15,0.49
1629227172753;LOCAL_PHONE;20;-0.16,-0.35,-0.14
1629227172764;LOCAL_PHONE;20;0.25,0.12,0.27
1629227172774;LOCAL_PHONE;20;0.16,0.31,0.47
1629227172785;LOCAL_PHONE;20;0.22,0.06,0.25
1629227172793;LOCAL_PHONE;20;0.06,0.08,0.0
1629227172805;LOCAL_PHONE;20;0.05,-0.27,-0.3
1629227172814;LOCAL_PHONE;20;0.04,-0.42,-0.1
1629227172824;LOCAL_PHONE;20;-0.19,0.24,0.31
1629227172834;LOCAL_PHONE;20;0.04,0.33,0.2
1629227172845;LOCAL_PHONE;20;-0.31,0.23,0.01
1629227172855;LOCAL_PHONE;20;-0.27,-0.03,-0.01
1629227172864;LOCAL_PHONE;20;-0.07,-0.28,0.52
1629227172873;LOCAL_PHONE;20;-0.44,-0.12,0.22
1629227172880;LOCAL_PHONE;10;210612
1629227172881;LOCAL_PHONE;11;20210817
1629227172885;LOCAL_PHONE;20;-0.21,-0.03,-0.48
1629227172893;LOCAL_PHONE;20;-0.25,0.14,-0.53
1629227172904;LOCAL_PHONE;20;-0.19,0.17,-0.03
1629227172914;LOCAL_PHONE;20;-0.18,0.04,0.16
1629227172924;LOCAL_PHONE;20;-0.31,0.02,-0.08
1629227172934;LOCAL_PHONE;20;-0.33,-0.23,-0.28
1629227172944;LOCAL_PHONE;20;-0.43,-0.17,0.38
1629227172953;LOCAL_PHONE;20;-0.24,0.02,0.45
1629227172965;LOCAL_PHONE;20;-0.25,0.11,0.2
1629227172973;LOCAL_PHONE;20;-0.38,0.1,-0.2
