#[EPOCH_TIME];[DEVICE_NAME];[SENSOR_TYPE];[MEASUREMENT_VALUE]
#LIST OF SENSOR TYPES:
#10:Time (HHMMSS)
#11:Date (YYYYMMDD)
#20:Acceleration (X,Y,Z) (m/s^2)
#50:AirPressure (Pa)
#AB:GpsLatLang(Lat,Lang)
#X:Commands
#Y:CurrentMeasurementNumber
#80:Velocity
#81:RoadQuality
#82:ConnectionEvent
#83:RoadType
1629225863398;LOCAL_PHONE;Y;13
1629225863398;LOCAL_PHONE;80;SL_80
1629225863398;LOCAL_PHONE;83;RT_O
1629225863398;LOCAL_PHONE;81;RS_N
1629225862881;LOCAL_PHONE;11;20210817
1629225862880;LOCAL_PHONE;10;204422
1629225860600;LOCAL_PHONE;AB;52.5232078,13.4327523
1629225862881;LOCAL_PHONE;11;20210817
1629225863429;LOCAL_PHONE;20;0.09,-0.01,-0.14
1629225863430;LOCAL_PHONE;20;-0.22,0.08,0.83
1629225863430;LOCAL_PHONE;20;0.34,-0.11,0.16
1629225863431;LOCAL_PHONE;20;0.06,-0.07,-0.53
1629225863441;LOCAL_PHONE;20;-0.05,0.03,0.36
1629225863450;LOCAL_PHONE;20;0.33,0.02,0.66
1629225863455;LOCAL_PHONE;20;-0.2,0.07,-0.34
1629225863464;LOCAL_PHONE;20;-0.02,0.04,-0.19
1629225863475;LOCAL_PHONE;20;0.2,-0.02,0.56
1629225863484;LOCAL_PHONE;20;-0.31,0.16,0.43
1629225863493;LOCAL_PHONE;20;0.05,-0.08,-0.29
1629225863504;LOCAL_PHONE;20;0.25,-0.09,0.29
1629225863513;LOCAL_PHONE;20;-0.29,0.07,0.6
1629225863526;LOCAL_PHONE;20;0.37,-0.06,0.14
1629225863533;LOCAL_PHONE;20;0.01,-0.08,-0.26
1629225863544;LOCAL_PHONE;20;-0.24,0.15,0.2
1629225863554;LOCAL_PHONE;20;0.42,0.0,0.39
1629225863565;LOCAL_PHONE;20;-0.26,0.03,-0.04
1629225863574;LOCAL_PHONE;20;-0.13,-0.01,0.08
1629225863584;LOCAL_PHONE;20;0.43,-0.06,0.43
1629225863593;LOCAL_PHONE;20;-0.3,0.12,0.14
1629225863604;LOCAL_PHONE;20;0.27,-0.02,-0.07
1629225863608;LOCAL_PHONE;AB;52.5232051,13.4329618
1629225863613;LOCAL_PHONE;20;0.29,-0.07,0.14
1629225863626;LOCAL_PHONE;20;-0.53,0.14,0.08
1629225863633;LOCAL_PHONE;20;0.23,-0.13,-0.22
1629225863645;LOCAL_PHONE;20;-0.18,-0.08,-0.03
1629225863653;LOCAL_PHONE;20;-0.41,0.14,0.05
1629225863664;LOCAL_PHONE;20;0.37,0.05,0.3
1629225863673;LOCAL_PHONE;20;-0.24,-0.02,-0.09
1629225863684;LOCAL_PHONE;20;-0.13,0.07,0.04
1629225863693;LOCAL_PHONE;20;0.43,0.0,0.26
1629225863704;LOCAL_PHONE;20;-0.45,-0.02,-0.26
1629225863713;LOCAL_PHONE;20;0.07,-0.1,-0.18
1629225863727;LOCAL_PHONE;20;0.27,-0.05,0.14
1629225863733;LOCAL_PHONE;20;-0.38,0.23,-0.03
1629225863744;LOCAL_PHONE;20;0.13,0.03,0.07
1629225863753;LOCAL_PHONE;20;0.11,-0.06,0.34
1629225863764;LOCAL_PHONE;20;-0.31,0.11,0.16
1629225863773;LOCAL_PHONE;20;0.38,-0.09,-0.05
1629225863784;LOCAL_PHONE;20;-0.21,-0.07,0.13
