#[EPOCH_TIME];[DEVICE_NAME];[SENSOR_TYPE];[MEASUREMENT_VALUE]
#LIST OF SENSOR TYPES:
#10:Time (HHMMSS)
#11:Date (YYYYMMDD)
#20:Acceleration (X,Y,Z) (m/s^2)
#50:AirPressure (Pa)
#AB:GpsLatLang(Lat,Lang)
#X:Commands
#Y:CurrentMeasurementNumber
#80:Velocity
#81:RoadQuality
#82:ConnectionEvent
#83:RoadType
1629225431600;LOCAL_PHONE;Y;6
1629225431600;LOCAL_PHONE;80;SL_80
1629225431600;LOCAL_PHONE;83;RT_O
1629225431600;LOCAL_PHONE;81;RS_N
1629225430881;LOCAL_PHONE;11;20210817
1629225430880;LOCAL_PHONE;10;203710
1629225431612;LOCAL_PHONE;AB;52.533259,13.4777425
1629225430881;LOCAL_PHONE;11;20210817
1629225431631;LOCAL_PHONE;20;0.18,-0.17,-0.3
1629225431632;LOCAL_PHONE;20;0.21,0.09,-1.3
1629225431632;LOCAL_PHONE;20;0.0,0.02,0.66
1629225431635;LOCAL_PHONE;20;0.02,-0.08,0.54
1629225431646;LOCAL_PHONE;20;-0.03,0.08,-0.38
1629225431653;LOCAL_PHONE;20;-0.04,0.09,-0.25
1629225431663;LOCAL_PHONE;20;0.18,-0.16,0.04
1629225431673;LOCAL_PHONE;20;0.13,-0.12,0.34
1629225431684;LOCAL_PHONE;20;-0.29,-0.2,0.71
1629225431693;LOCAL_PHONE;20;0.04,0.0,-0.02
1629225431703;LOCAL_PHONE;20;-0.16,0.02,0.34
1629225431713;LOCAL_PHONE;20;0.08,-0.22,0.67
1629225431724;LOCAL_PHONE;20;0.24,0.06,0.14
1629225431736;LOCAL_PHONE;20;0.13,-0.06,0.12
1629225431743;LOCAL_PHONE;20;0.31,0.17,0.28
1629225431754;LOCAL_PHONE;20;0.02,0.0,-0.13
1629225431764;LOCAL_PHONE;20;-0.34,0.16,0.47
1629225431773;LOCAL_PHONE;20;-0.25,-0.22,0.1
1629225431786;LOCAL_PHONE;20;0.06,-0.18,-0.05
1629225431794;LOCAL_PHONE;20;-0.08,0.13,0.81
1629225431804;LOCAL_PHONE;20;0.09,-0.21,0.59
1629225431813;LOCAL_PHONE;20;-0.01,-0.01,0.27
1629225431823;LOCAL_PHONE;20;0.04,0.06,0.3
1629225431834;LOCAL_PHONE;20;0.26,-0.23,0.26
1629225431844;LOCAL_PHONE;20;-0.21,-0.08,0.12
1629225431853;LOCAL_PHONE;20;-0.05,-0.16,0.66
1629225431863;LOCAL_PHONE;20;0.22,0.01,-0.02
1629225431873;LOCAL_PHONE;20;0.25,0.11,-0.05
1629225431880;LOCAL_PHONE;10;203711
1629225431881;LOCAL_PHONE;11;20210817
1629225431886;LOCAL_PHONE;20;0.1,-0.18,0.93
1629225431893;LOCAL_PHONE;20;0.21,-0.31,0.37
1629225431904;LOCAL_PHONE;20;-0.13,0.03,0.32
1629225431913;LOCAL_PHONE;20;-0.4,-0.06,0.69
1629225431924;LOCAL_PHONE;20;0.29,0.03,0.29
1629225431933;LOCAL_PHONE;20;0.38,-0.1,0.42
1629225431943;LOCAL_PHONE;20;-0.26,-0.14,0.51
1629225431953;LOCAL_PHONE;20;0.33,-0.31,-0.22
1629225431965;LOCAL_PHONE;20;-0.04,0.1,-0.04
1629225431973;LOCAL_PHONE;20;-0.5,-0.01,-0.2
1629225431983;LOCAL_PHONE;20;0.31,-0.24,0.2
1629225431994;LOCAL_PHONE;20;0.16,0.02,0.34
1629225432005;LOCAL_PHONE;20;-0.32,-0.16,0.35
1629225432013;LOCAL_PHONE;20;0.44,-0.09,0.18
1629225432023;LOCAL_PHONE;20;-0.11,-0.11,0.75
1629225432033;LOCAL_PHONE;20;-0.17,-0.06,0.29
1629225432043;LOCAL_PHONE;20;0.52,-0.05,0.77
1629225432055;LOCAL_PHONE;20;-0.56,0.1,-0.24
1629225432063;LOCAL_PHONE;20;-0.18,0.04,0.11
1629225432073;LOCAL_PHONE;20;0.44,-0.15,-0.16
1629225432084;LOCAL_PHONE;20;-0.41,-0.01,0.14
1629225432093;LOCAL_PHONE;20;0.2,0.03,0.2
1629225432103;LOCAL_PHONE;20;0.42,-0.06,0.18
1629225432113;LOCAL_PHONE;20;-0.52,-0.06,0.92
1629225432124;LOCAL_PHONE;20;0.41,-0.16,0.51
1629225432134;LOCAL_PHONE;20;0.13,0.08,-0.28
1629225432143;LOCAL_PHONE;20;0.01,0.01,0.56
1629225432154;LOCAL_PHONE;20;0.09,-0.19,-0.53
1629225432164;LOCAL_PHONE;20;-0.02,0.2,0.21
1629225432173;LOCAL_PHONE;20;-0.06,-0.04,0.24
1629225432183;LOCAL_PHONE;20;-0.01,0.06,-0.15
1629225432194;LOCAL_PHONE;20;-0.1,0.07,-0.21
1629225432204;LOCAL_PHONE;20;-0.19,-0.06,-0.08
1629225432213;LOCAL_PHONE;20;-0.07,-0.02,-0.43
1629225432223;LOCAL_PHONE;20;-0.18,0.07,0.86
1629225432233;LOCAL_PHONE;20;-0.17,0.03,-0.5
1629225432244;LOCAL_PHONE;20;0.32,0.12,-0.42
1629225432254;LOCAL_PHONE;20;-0.2,-0.03,0.26
1629225432263;LOCAL_PHONE;20;-0.33,-0.15,0.09
1629225432273;LOCAL_PHONE;20;0.18,0.05,-0.57
1629225432285;LOCAL_PHONE;20;-0.14,0.11,-0.3
1629225432293;LOCAL_PHONE;20;0.06,-0.09,-0.47
1629225432304;LOCAL_PHONE;20;0.3,0.07,-0.03
1629225432313;LOCAL_PHONE;20;-0.18,-0.1,-0.06
1629225432324;LOCAL_PHONE;20;-0.21,-0.11,-0.35
1629225432334;LOCAL_PHONE;20;0.15,0.08,0.09
1629225432343;LOCAL_PHONE;20;-0.26,0.0,0.01
1629225432355;LOCAL_PHONE;20;-0.23,0.06,-0.57
1629225432364;LOCAL_PHONE;20;0.62,0.13,-0.43
1629225432373;LOCAL_PHONE;20;-0.14,-0.01,-0.12
1629225432383;LOCAL_PHONE;20;-0.36,-0.06,-0.52
1629225432393;LOCAL_PHONE;20;0.26,0.02,0.42
1629225432406;LOCAL_PHONE;20;-0.49,0.02,0.03
1629225432413;LOCAL_PHONE;20;-0.03,-0.11,-0.52
1629225432423;LOCAL_PHONE;20;0.21,0.05,0.51
1629225432434;LOCAL_PHONE;20;-0.27,-0.16,-0.39
1629225432445;LOCAL_PHONE;20;0.17,0.07,-0.81
1629225432455;LOCAL_PHONE;20;0.32,0.08,0.33
1629225432463;LOCAL_PHONE;20;-0.38,0.14,-0.3
1629225432474;LOCAL_PHONE;20;0.08,0.02,-0.26
1629225432485;LOCAL_PHONE;20;-0.03,-0.22,0.64
1629225432493;LOCAL_PHONE;20;-0.13,-0.01,-0.46
1629225432503;LOCAL_PHONE;20;0.15,-0.04,-0.09
1629225432513;LOCAL_PHONE;20;-0.07,0.08,-0.08
1629225432524;LOCAL_PHONE;20;-0.27,0.02,-0.3
1629225432533;LOCAL_PHONE;20;-0.01,0.04,0.02
1629225432543;LOCAL_PHONE;20;-0.02,-0.2,0.39
1629225432553;LOCAL_PHONE;20;-0.25,-0.01,0.18
