#[EPOCH_TIME];[DEVICE_NAME];[SENSOR_TYPE];[MEASUREMENT_VALUE]
#LIST OF SENSOR TYPES:
#10:Time (HHMMSS)
#11:Date (YYYYMMDD)
#20:Acceleration (X,Y,Z) (m/s^2)
#50:AirPressure (Pa)
#AB:GpsLatLang(Lat,Lang)
#X:Commands
#Y:CurrentMeasurementNumber
#80:Velocity
#81:RoadQuality
#82:ConnectionEvent
#83:RoadType
1630526655338;LOCAL_PHONE;Y;88
1630526655338;LOCAL_PHONE;80;SL_0
1630526655338;LOCAL_PHONE;83;RT_O
1630526655338;LOCAL_PHONE;81;RS_N
1630526655068;LOCAL_PHONE;11;20210901
1630526655067;LOCAL_PHONE;10;220415
1630526653076;LOCAL_PHONE;AB;52.5136857,13.4774217
1630526655068;LOCAL_PHONE;11;20210901
1630526655382;LOCAL_PHONE;20;0.18,-0.18,-0.16
1630526655382;LOCAL_PHONE;20;0.0,0.06,0.11
1630526655383;LOCAL_PHONE;20;0.16,0.05,0.08
1630526655383;LOCAL_PHONE;20;-0.26,0.05,-0.23
1630526655383;LOCAL_PHONE;20;0.2,-0.13,0.1
1630526655384;LOCAL_PHONE;20;0.16,-0.26,0.03
1630526655398;LOCAL_PHONE;20;-0.24,0.07,-0.31
1630526655399;LOCAL_PHONE;20;0.27,-0.09,-0.13
1630526655412;LOCAL_PHONE;20;0.42,-0.02,0.44
1630526655416;LOCAL_PHONE;20;-0.19,-0.22,-0.03
1630526655426;LOCAL_PHONE;20;-0.19,-0.26,0.0
1630526655436;LOCAL_PHONE;20;0.27,-0.05,0.34
1630526655446;LOCAL_PHONE;20;0.07,0.08,0.53
1630526655457;LOCAL_PHONE;20;-0.28,-0.1,0.3
1630526655466;LOCAL_PHONE;20;0.26,-0.01,0.4
1630526655476;LOCAL_PHONE;20;-0.18,-0.08,-0.09
1630526655486;LOCAL_PHONE;20;-0.13,-0.22,0.25
1630526655496;LOCAL_PHONE;20;0.06,-0.08,0.86
1630526655507;LOCAL_PHONE;20;-0.36,-0.03,-0.16
1630526655516;LOCAL_PHONE;20;-0.14,0.16,0.03
1630526655526;LOCAL_PHONE;20;0.25,-0.08,0.46
1630526655536;LOCAL_PHONE;20;-0.32,0.01,0.29
1630526655546;LOCAL_PHONE;20;0.07,0.19,0.03
1630526655558;LOCAL_PHONE;20;0.12,-0.09,0.53
1630526655566;LOCAL_PHONE;20;-0.51,-0.19,-0.06
1630526655576;LOCAL_PHONE;20;0.15,-0.05,0.84
1630526655586;LOCAL_PHONE;20;-0.14,0.06,-0.05
1630526655596;LOCAL_PHONE;20;-0.36,-0.12,0.31
1630526655608;LOCAL_PHONE;20;0.13,-0.23,0.25
1630526655616;LOCAL_PHONE;20;-0.17,-0.02,0.4
1630526655626;LOCAL_PHONE;20;0.04,-0.02,0.05
1630526655636;LOCAL_PHONE;20;-0.13,0.01,0.48
1630526655646;LOCAL_PHONE;20;0.04,0.14,-0.02
1630526655658;LOCAL_PHONE;20;0.11,0.12,0.35
1630526655666;LOCAL_PHONE;20;-0.01,0.05,-0.2
1630526655676;LOCAL_PHONE;20;0.27,-0.21,-0.02
1630526655686;LOCAL_PHONE;20;0.3,0.08,-0.01
1630526655696;LOCAL_PHONE;20;-0.03,-0.16,0.68
1630526655709;LOCAL_PHONE;20;0.08,-0.02,0.25
1630526655716;LOCAL_PHONE;20;-0.08,0.09,0.25
1630526655726;LOCAL_PHONE;20;0.03,0.1,0.12
1630526655736;LOCAL_PHONE;20;0.09,-0.03,0.08
1630526655746;LOCAL_PHONE;20;0.23,0.04,0.39
1630526655758;LOCAL_PHONE;20;-0.13,-0.14,0.25
1630526655767;LOCAL_PHONE;20;-0.09,0.02,0.62
1630526655777;LOCAL_PHONE;20;-0.2,-0.07,0.23
1630526655786;LOCAL_PHONE;20;-0.15,-0.13,0.2
1630526655796;LOCAL_PHONE;20;-0.01,-0.02,0.29
1630526655809;LOCAL_PHONE;20;-0.28,-0.2,0.15
1630526655816;LOCAL_PHONE;20;-0.49,-0.11,0.39
1630526655827;LOCAL_PHONE;20;-0.16,-0.04,0.63
1630526655836;LOCAL_PHONE;20;-0.62,-0.09,0.47
1630526655846;LOCAL_PHONE;20;-0.43,-0.18,0.04
1630526655859;LOCAL_PHONE;20;0.07,0.01,0.35
1630526655866;LOCAL_PHONE;20;-0.59,-0.36,-0.02
1630526655876;LOCAL_PHONE;20;0.05,0.0,0.64
1630526655886;LOCAL_PHONE;20;0.11,0.0,0.2
1630526655896;LOCAL_PHONE;20;-0.38,-0.06,0.47
1630526655909;LOCAL_PHONE;20;-0.27,-0.29,0.57
1630526655916;LOCAL_PHONE;20;0.23,0.07,0.88
1630526655926;LOCAL_PHONE;20;-0.44,-0.17,-0.21
1630526655936;LOCAL_PHONE;20;-0.05,-0.06,0.57
1630526655946;LOCAL_PHONE;20;0.18,-0.06,0.57
1630526655957;LOCAL_PHONE;20;-0.28,-0.11,0.0
1630526655966;LOCAL_PHONE;20;0.08,0.02,0.15
1630526655976;LOCAL_PHONE;20;-0.11,-0.09,-0.06
1630526655986;LOCAL_PHONE;20;0.05,0.21,-0.23
1630526655996;LOCAL_PHONE;20;0.35,-0.27,-0.27
1630526656006;LOCAL_PHONE;20;0.29,0.14,0.22
1630526656017;LOCAL_PHONE;20;0.17,-0.23,-0.21
1630526656027;LOCAL_PHONE;20;-0.17,0.17,0.31
1630526656036;LOCAL_PHONE;20;-0.11,-0.36,-0.06
1630526656046;LOCAL_PHONE;20;0.07,-0.13,0.46
1630526656054;LOCAL_PHONE;AB;52.5138538,13.4775478
1630526656056;LOCAL_PHONE;20;-0.43,-0.33,-0.22
1630526656066;LOCAL_PHONE;20;-0.22,-0.38,0.28
1630526656067;LOCAL_PHONE;10;220416
1630526656068;LOCAL_PHONE;11;20210901
1630526656076;LOCAL_PHONE;20;-0.21,-0.13,0.5
1630526656086;LOCAL_PHONE;20;-0.16,-0.07,0.45
1630526656096;LOCAL_PHONE;20;-0.1,0.01,0.21
1630526656106;LOCAL_PHONE;20;0.08,-0.34,0.07
1630526656107;LOCAL_PHONE;50;955.9082
1630526656116;LOCAL_PHONE;20;-0.14,-0.31,0.07
1630526656127;LOCAL_PHONE;20;-0.32,-0.38,-0.06
1630526656136;LOCAL_PHONE;20;0.33,-0.1,0.52
1630526656146;LOCAL_PHONE;20;-0.56,-0.13,0.02
1630526656156;LOCAL_PHONE;20;-0.05,-0.29,-0.12
1630526656166;LOCAL_PHONE;20;-0.03,-0.49,0.57
1630526656176;LOCAL_PHONE;20;-0.42,-0.37,0.03
1630526656186;LOCAL_PHONE;20;-0.19,-0.33,0.46
1630526656196;LOCAL_PHONE;20;-0.15,-0.17,0.11
1630526656206;LOCAL_PHONE;20;-0.13,-0.31,0.42
1630526656216;LOCAL_PHONE;20;-0.41,-0.43,0.11
1630526656227;LOCAL_PHONE;20;0.01,-0.45,0.55
1630526656236;LOCAL_PHONE;20;0.04,-0.23,0.2
1630526656246;LOCAL_PHONE;20;-0.36,-0.51,0.17
1630526656256;LOCAL_PHONE;20;0.03,-0.17,0.75
1630526656266;LOCAL_PHONE;20;-0.06,-0.41,0.37
1630526656278;LOCAL_PHONE;20;-0.18,-0.02,0.04
1630526656286;LOCAL_PHONE;20;0.17,-0.32,0.29
1630526656296;LOCAL_PHONE;20;0.13,-0.27,0.27
1630526656306;LOCAL_PHONE;20;-0.05,-0.19,-0.1
1630526656317;LOCAL_PHONE;20;0.08,-0.32,0.25
1630526656327;LOCAL_PHONE;20;-0.03,-0.3,0.19
1630526656336;LOCAL_PHONE;20;0.14,-0.22,0.46
1630526656346;LOCAL_PHONE;20;0.16,-0.21,0.16
1630526656356;LOCAL_PHONE;20;0.11,-0.16,0.12
1630526656366;LOCAL_PHONE;20;-0.3,-0.2,-0.13
1630526656378;LOCAL_PHONE;20;-0.09,-0.09,0.17
1630526656386;LOCAL_PHONE;20;0.01,-0.16,-0.07
1630526656396;LOCAL_PHONE;20;-0.09,-0.13,-0.01
1630526656406;LOCAL_PHONE;20;-0.24,-0.36,0.15
1630526656416;LOCAL_PHONE;20;0.09,-0.14,0.36
1630526656428;LOCAL_PHONE;20;-0.19,-0.08,0.06
1630526656436;LOCAL_PHONE;20;-0.21,-0.04,-0.02
1630526656446;LOCAL_PHONE;20;0.13,-0.19,0.0
1630526656456;LOCAL_PHONE;20;0.05,0.03,0.03
1630526656467;LOCAL_PHONE;20;-0.19,-0.23,-0.03
1630526656479;LOCAL_PHONE;20;0.13,-0.12,0.36
1630526656486;LOCAL_PHONE;20;-0.07,-0.18,0.06
1630526656496;LOCAL_PHONE;20;-0.09,-0.06,0.32
1630526656506;LOCAL_PHONE;20;0.0,-0.11,0.17
1630526656517;LOCAL_PHONE;20;-0.08,-0.2,0.1
1630526656528;LOCAL_PHONE;20;0.0,0.04,0.06
1630526656536;LOCAL_PHONE;20;-0.1,-0.18,0.16
1630526656546;LOCAL_PHONE;20;-0.17,0.05,0.35
1630526656556;LOCAL_PHONE;20;-0.15,-0.07,0.02
1630526656566;LOCAL_PHONE;20;-0.05,-0.03,-0.19
1630526656579;LOCAL_PHONE;20;0.37,-0.22,0.36
1630526656587;LOCAL_PHONE;20;0.01,-0.15,-0.02
