#[EPOCH_TIME];[DEVICE_NAME];[SENSOR_TYPE];[MEASUREMENT_VALUE]
#LIST OF SENSOR TYPES:
#10:Time (HHMMSS)
#11:Date (YYYYMMDD)
#20:Acceleration (X,Y,Z) (m/s^2)
#50:AirPressure (Pa)
#AB:GpsLatLang(Lat,Lang)
#X:Commands
#Y:CurrentMeasurementNumber
#80:Velocity
#81:RoadQuality
#82:ConnectionEvent
#83:RoadType
1630524111328;LOCAL_PHONE;Y;80
1630524111328;LOCAL_PHONE;80;SL_0
1630524111328;LOCAL_PHONE;83;RT_O
1630524111328;LOCAL_PHONE;81;RS_N
1630524111264;LOCAL_PHONE;11;20210901
1630524111264;LOCAL_PHONE;10;212151
1630524109044;LOCAL_PHONE;AB;52.510214,13.5324198
1630524111264;LOCAL_PHONE;11;20210901
1630524111368;LOCAL_PHONE;20;0.29,-0.37,-0.27
1630524111368;LOCAL_PHONE;20;-0.41,-0.37,0.63
1630524111369;LOCAL_PHONE;20;-0.31,-0.19,-0.26
1630524111369;LOCAL_PHONE;20;0.51,-0.08,1.12
1630524111369;LOCAL_PHONE;20;-0.13,-0.15,-0.78
1630524111389;LOCAL_PHONE;20;0.42,0.0,-1.02
1630524111390;LOCAL_PHONE;20;0.2,-0.14,0.39
1630524111397;LOCAL_PHONE;20;-0.19,-0.32,-0.04
1630524111405;LOCAL_PHONE;20;-0.14,-0.11,0.87
1630524111415;LOCAL_PHONE;20;0.04,-0.37,0.36
1630524111426;LOCAL_PHONE;20;0.42,-0.03,0.39
1630524111435;LOCAL_PHONE;20;-0.04,-0.07,0.09
1630524111445;LOCAL_PHONE;20;0.11,-0.26,0.03
1630524111455;LOCAL_PHONE;20;0.04,-0.03,0.42
1630524111465;LOCAL_PHONE;20;-0.2,-0.05,-0.09
1630524111477;LOCAL_PHONE;20;0.32,0.2,0.3
1630524111485;LOCAL_PHONE;20;0.06,0.32,-0.12
1630524111495;LOCAL_PHONE;20;0.34,0.0,-0.37
1630524111505;LOCAL_PHONE;20;0.67,0.0,0.02
1630524111515;LOCAL_PHONE;20;-0.02,-0.21,-0.08
