#[EPOCH_TIME];[DEVICE_NAME];[SENSOR_TYPE];[MEASUREMENT_VALUE]
#LIST OF SENSOR TYPES:
#10:Time (HHMMSS)
#11:Date (YYYYMMDD)
#20:Acceleration (X,Y,Z) (m/s^2)
#50:AirPressure (Pa)
#AB:GpsLatLang(Lat,Lang)
#X:Commands
#Y:CurrentMeasurementNumber
#80:Velocity
#81:RoadQuality
#82:ConnectionEvent
#83:RoadType
1629226981328;LOCAL_PHONE;Y;37
1629226981328;LOCAL_PHONE;80;SL_80
1629226981328;LOCAL_PHONE;83;RT_O
1629226981328;LOCAL_PHONE;81;RS_N
1629226980881;LOCAL_PHONE;11;20210817
1629226980880;LOCAL_PHONE;10;210300
1629226979611;LOCAL_PHONE;AB;52.5220615,13.4407546
1629226980881;LOCAL_PHONE;11;20210817
1629226981371;LOCAL_PHONE;20;-0.09,0.12,-0.08
1629226981372;LOCAL_PHONE;20;0.4,-0.06,2.04
1629226981372;LOCAL_PHONE;20;0.7,0.25,1.32
1629226981373;LOCAL_PHONE;20;0.62,0.07,-1.01
1629226981374;LOCAL_PHONE;20;0.38,-0.09,-0.23
1629226981375;LOCAL_PHONE;20;0.47,-0.49,1.37
1629226981392;LOCAL_PHONE;20;-0.19,-0.37,0.45
1629226981393;LOCAL_PHONE;20;-0.22,-0.07,-0.49
1629226981404;LOCAL_PHONE;20;0.28,0.15,0.46
1629226981414;LOCAL_PHONE;20;-0.45,0.15,0.78
1629226981424;LOCAL_PHONE;20;-0.03,0.14,0.38
1629226981434;LOCAL_PHONE;20;0.36,0.25,0.33
1629226981444;LOCAL_PHONE;20;-0.23,-0.08,0.54
1629226981454;LOCAL_PHONE;20;-0.32,-0.36,0.55
1629226981464;LOCAL_PHONE;20;-0.01,-0.24,0.66
1629226981473;LOCAL_PHONE;20;-0.13,0.03,0.05
1629226981484;LOCAL_PHONE;20;0.14,0.29,0.3
1629226981494;LOCAL_PHONE;20;0.33,0.42,0.79
1629226981504;LOCAL_PHONE;20;-0.29,0.59,-0.02
1629226981514;LOCAL_PHONE;20;-0.2,0.38,-0.21
1629226981525;LOCAL_PHONE;20;0.23,0.14,0.12
1629226981534;LOCAL_PHONE;20;-0.49,0.17,0.25
1629226981543;LOCAL_PHONE;20;-0.37,-0.11,0.24
1629226981554;LOCAL_PHONE;20;0.02,0.11,0.24
1629226981565;LOCAL_PHONE;20;-0.48,0.31,0.13
1629226981574;LOCAL_PHONE;20;-0.13,0.21,0.09
1629226981584;LOCAL_PHONE;20;0.09,0.37,0.01
1629226981594;LOCAL_PHONE;20;0.13,0.1,0.24
1629226981605;LOCAL_PHONE;20;0.33,0.01,-0.28
1629226981614;LOCAL_PHONE;20;0.54,-0.12,0.02
