#[EPOCH_TIME];[DEVICE_NAME];[SENSOR_TYPE];[MEASUREMENT_VALUE]
#LIST OF SENSOR TYPES:
#10:Time (HHMMSS)
#11:Date (YYYYMMDD)
#20:Acceleration (X,Y,Z) (m/s^2)
#50:AirPressure (Pa)
#AB:GpsLatLang(Lat,Lang)
#X:Commands
#Y:CurrentMeasurementNumber
#80:Velocity
#81:RoadQuality
#82:ConnectionEvent
#83:RoadType
1629745197972;LOCAL_PHONE;Y;42
1629745197972;LOCAL_PHONE;80;SL_0
1629745197972;LOCAL_PHONE;83;RT_O
1629745197972;LOCAL_PHONE;81;RS_N
1629745197750;LOCAL_PHONE;11;20210823
1629745197749;LOCAL_PHONE;10;205957
1629745196615;LOCAL_PHONE;AB;52.5593763,13.6304612
1629745197750;LOCAL_PHONE;11;20210823
1629745198027;LOCAL_PHONE;20;1.16,-0.59,-0.56
1629745198028;LOCAL_PHONE;20;-0.32,0.39,0.16
1629745198029;LOCAL_PHONE;20;0.3,-0.5,-1.04
1629745198029;LOCAL_PHONE;20;0.91,0.21,-0.4
1629745198029;LOCAL_PHONE;20;-0.82,-0.03,0.08
1629745198030;LOCAL_PHONE;20;0.35,-0.11,0.3
1629745198030;LOCAL_PHONE;20;0.65,0.36,-0.94
1629745198056;LOCAL_PHONE;20;0.49,-0.26,-0.97
1629745198057;LOCAL_PHONE;20;1.06,0.05,-1.55
1629745198057;LOCAL_PHONE;20;2.13,-0.77,-0.76
1629745198067;LOCAL_PHONE;20;-0.25,-0.12,-0.07
1629745198078;LOCAL_PHONE;20;-0.96,-0.27,-0.2
1629745198090;LOCAL_PHONE;20;-0.16,0.53,0.98
1629745198097;LOCAL_PHONE;20;0.24,-0.54,-0.49
1629745198107;LOCAL_PHONE;20;-2.14,-0.25,-0.25
1629745198117;LOCAL_PHONE;20;0.34,-0.47,-1.15
1629745198127;LOCAL_PHONE;20;1.51,-0.88,-0.22
1629745198137;LOCAL_PHONE;20;-1.43,0.02,0.18
1629745198147;LOCAL_PHONE;20;1.39,-0.45,0.13
1629745198158;LOCAL_PHONE;20;0.32,0.25,0.8
1629745198167;LOCAL_PHONE;20;-1.93,-0.4,0.48
1629745198177;LOCAL_PHONE;20;0.08,0.41,-0.13
1629745198187;LOCAL_PHONE;20;0.25,-0.52,-1.17
1629745198197;LOCAL_PHONE;20;-1.06,-0.45,0.3
1629745198208;LOCAL_PHONE;20;0.25,0.04,0.5
1629745198217;LOCAL_PHONE;20;1.13,-0.42,0.85
1629745198228;LOCAL_PHONE;20;-2.1,-0.06,0.35
1629745198237;LOCAL_PHONE;20;0.04,-0.2,-0.6
1629745198248;LOCAL_PHONE;20;1.54,-0.18,0.5
1629745198258;LOCAL_PHONE;20;-0.35,0.65,-0.22
1629745198267;LOCAL_PHONE;20;0.16,-0.48,-1.54
1629745198277;LOCAL_PHONE;20;0.94,-1.1,0.85
1629745198287;LOCAL_PHONE;20;-1.01,0.06,1.72
1629745198297;LOCAL_PHONE;20;-0.56,-0.42,0.54
1629745198308;LOCAL_PHONE;20;-0.5,0.18,0.96
1629745198317;LOCAL_PHONE;20;-0.21,-0.22,0.22
1629745198327;LOCAL_PHONE;20;-1.02,-0.27,0.14
1629745198337;LOCAL_PHONE;20;-0.54,-0.13,0.55
1629745198347;LOCAL_PHONE;20;-0.07,-1.19,0.49
1629745198358;LOCAL_PHONE;20;-1.67,0.34,1.1
1629745198367;LOCAL_PHONE;20;0.16,-0.2,0.79
1629745198377;LOCAL_PHONE;20;0.44,0.38,1.02
