#[EPOCH_TIME];[DEVICE_NAME];[SENSOR_TYPE];[MEASUREMENT_VALUE]
#LIST OF SENSOR TYPES:
#10:Time (HHMMSS)
#11:Date (YYYYMMDD)
#20:Acceleration (X,Y,Z) (m/s^2)
#50:AirPressure (Pa)
#AB:GpsLatLang(Lat,Lang)
#X:Commands
#Y:CurrentMeasurementNumber
#80:Velocity
#81:RoadQuality
#82:ConnectionEvent
#83:RoadType
1629746074699;LOCAL_PHONE;Y;63
1629746074699;LOCAL_PHONE;80;SL_0
1629746074699;LOCAL_PHONE;83;RT_O
1629746074699;LOCAL_PHONE;81;RS_N
1629746073750;LOCAL_PHONE;11;20210823
1629746073749;LOCAL_PHONE;10;211433
1629746072602;LOCAL_PHONE;AB;52.5533459,13.635317
1629746073750;LOCAL_PHONE;11;20210823
1629746074739;LOCAL_PHONE;20;-0.53,-0.26,-0.17
1629746074740;LOCAL_PHONE;20;1.04,-0.83,0.41
1629746074740;LOCAL_PHONE;20;-0.9,-0.12,1.48
1629746074740;LOCAL_PHONE;20;0.11,0.04,1.17
1629746074740;LOCAL_PHONE;20;-0.09,0.93,0.4
1629746074749;LOCAL_PHONE;10;211434
1629746074749;LOCAL_PHONE;11;20210823
1629746074757;LOCAL_PHONE;20;0.38,0.04,0.07
1629746074757;LOCAL_PHONE;20;-0.54,0.33,-0.15
1629746074767;LOCAL_PHONE;20;0.8,0.21,0.29
1629746074779;LOCAL_PHONE;20;0.71,-0.22,-0.06
1629746074787;LOCAL_PHONE;20;1.0,0.95,-0.6
1629746074797;LOCAL_PHONE;20;0.2,0.08,-0.51
1629746074808;LOCAL_PHONE;20;0.72,0.4,-0.51
1629746074817;LOCAL_PHONE;20;1.18,-0.15,0.08
1629746074830;LOCAL_PHONE;20;-0.41,0.82,0.56
1629746074837;LOCAL_PHONE;20;0.47,-0.06,0.17
1629746074848;LOCAL_PHONE;20;0.17,0.56,0.06
1629746074858;LOCAL_PHONE;20;0.6,-0.18,-0.54
1629746074868;LOCAL_PHONE;20;0.94,0.17,-0.24
1629746074880;LOCAL_PHONE;20;0.78,0.02,-0.37
1629746074888;LOCAL_PHONE;20;0.71,0.25,0.68
1629746074897;LOCAL_PHONE;20;-0.27,-0.04,0.47
1629746074907;LOCAL_PHONE;20;0.34,0.28,0.65
1629746074918;LOCAL_PHONE;20;-0.31,0.0,-0.24
1629746074928;LOCAL_PHONE;20;-0.17,0.28,-0.13
1629746074937;LOCAL_PHONE;20;0.32,-0.11,-0.11
1629746074947;LOCAL_PHONE;20;-0.26,0.19,-0.13
1629746074957;LOCAL_PHONE;20;-0.42,0.17,0.52
1629746074968;LOCAL_PHONE;20;-0.19,-0.4,0.45
1629746074977;LOCAL_PHONE;20;-1.22,0.22,-0.02
1629746074988;LOCAL_PHONE;20;-0.59,-0.09,0.33
1629746074998;LOCAL_PHONE;20;-0.65,-0.16,1.36
1629746075008;LOCAL_PHONE;20;-0.95,0.49,-0.58
1629746075017;LOCAL_PHONE;20;-0.02,-0.92,-0.4
1629746075027;LOCAL_PHONE;20;-1.32,0.78,1.06
1629746075037;LOCAL_PHONE;20;0.83,-0.19,0.98
1629746075048;LOCAL_PHONE;20;-0.85,-0.24,-0.41
1629746075057;LOCAL_PHONE;20;0.39,0.87,-1.37
1629746075067;LOCAL_PHONE;20;1.72,-0.72,-0.69
1629746075077;LOCAL_PHONE;20;-0.59,0.62,-2.25
1629746075088;LOCAL_PHONE;20;1.23,-0.33,-0.28
1629746075098;LOCAL_PHONE;20;-0.18,0.01,0.0
1629746075107;LOCAL_PHONE;20;-1.26,0.22,-1.17
1629746075119;LOCAL_PHONE;20;0.22,-0.65,-0.41
1629746075128;LOCAL_PHONE;20;-0.62,0.62,-0.29
