#[EPOCH_TIME];[DEVICE_NAME];[SENSOR_TYPE];[MEASUREMENT_VALUE]
#LIST OF SENSOR TYPES:
#10:Time (HHMMSS)
#11:Date (YYYYMMDD)
#20:Acceleration (X,Y,Z) (m/s^2)
#50:AirPressure (Pa)
#AB:GpsLatLang(Lat,Lang)
#X:Commands
#Y:CurrentMeasurementNumber
#80:Velocity
#81:RoadQuality
#82:ConnectionEvent
#83:RoadType
1630851379054;LOCAL_PHONE;Y;126
1630851379054;LOCAL_PHONE;80;SL_0
1630851379054;LOCAL_PHONE;83;RT_O
1630851379054;LOCAL_PHONE;81;RS_N
1630851378517;LOCAL_PHONE;11;20210905
1630851378517;LOCAL_PHONE;10;161618
1630851379065;LOCAL_PHONE;AB;52.5568612,13.633551
1630851378517;LOCAL_PHONE;11;20210905
1630851379101;LOCAL_PHONE;20;0.83,0.62,-0.22
1630851379101;LOCAL_PHONE;20;-0.08,-0.43,-0.61
1630851379101;LOCAL_PHONE;20;-0.48,-0.31,-1.28
1630851379101;LOCAL_PHONE;20;-0.44,0.35,1.45
1630851379101;LOCAL_PHONE;20;0.49,-0.27,0.27
1630851379101;LOCAL_PHONE;20;0.31,0.41,0.59
1630851379117;LOCAL_PHONE;20;0.71,0.69,-0.15
1630851379120;LOCAL_PHONE;20;2.01,0.0,0.76
1630851379130;LOCAL_PHONE;20;-0.92,-0.16,0.07
1630851379140;LOCAL_PHONE;20;-0.34,-0.16,-0.05
1630851379150;LOCAL_PHONE;20;-0.81,-0.16,0.92
1630851379160;LOCAL_PHONE;20;-0.45,0.2,0.22
1630851379169;LOCAL_PHONE;20;-0.27,-0.66,1.18
1630851379180;LOCAL_PHONE;20;-0.32,0.02,1.39
1630851379190;LOCAL_PHONE;20;0.76,0.07,0.44
1630851379200;LOCAL_PHONE;20;-1.08,0.45,0.11
1630851379210;LOCAL_PHONE;20;-1.39,0.25,-1.79
1630851379220;LOCAL_PHONE;20;0.33,-0.18,0.07
1630851379230;LOCAL_PHONE;20;-1.35,0.35,-1.02
1630851379240;LOCAL_PHONE;20;-0.19,-0.22,-0.38
1630851379250;LOCAL_PHONE;20;0.77,0.05,1.81
1630851379260;LOCAL_PHONE;20;-0.29,-0.23,0.31
1630851379270;LOCAL_PHONE;20;-0.4,0.31,1.11
1630851379281;LOCAL_PHONE;20;0.9,0.2,-0.67
1630851379291;LOCAL_PHONE;20;-1.08,-0.05,-0.74
1630851379300;LOCAL_PHONE;20;-0.93,0.0,-1.53
1630851379310;LOCAL_PHONE;20;-0.16,-0.36,-0.28
1630851379320;LOCAL_PHONE;20;-1.19,0.3,0.93
1630851379329;LOCAL_PHONE;20;-0.85,0.57,0.53
1630851379341;LOCAL_PHONE;20;0.45,0.22,1.05
1630851379349;LOCAL_PHONE;20;-1.05,-0.19,-0.83
1630851379360;LOCAL_PHONE;20;0.27,-0.25,-0.58
1630851379369;LOCAL_PHONE;20;0.08,-0.64,-0.23
1630851379380;LOCAL_PHONE;20;0.31,-0.08,0.3
1630851379391;LOCAL_PHONE;20;1.05,1.1,0.59
1630851379400;LOCAL_PHONE;20;0.02,-0.7,1.02
1630851379410;LOCAL_PHONE;20;0.68,0.71,-0.33
1630851379420;LOCAL_PHONE;20;-1.23,0.0,-0.19
1630851379430;LOCAL_PHONE;20;-0.85,-0.29,-0.95
